id,question,answer
982,nếu cung_cấp thông_tin sai cho trường dẫn đến thông_tin ghi trên bằng tốt_nghiệp bị sai thì có hậu_quả thế_nào,trường tổ_chức cho sinh_viên cung_cấp thông_tin nhân_thân cho trường thông_qua hệ_thống thông_tin sinh_viên trước khi sử_dụng thông_tin để in bằng trường in thông_tin mà sinh_viên đã cung_cấp và yêu_cầu sinh_viên kiểm_tra ký xác_nhận do đó sinh_viên phải chịu trách_nhiệm về tính chính_xác của thông_tin đã cung_cấp
983,nếu có sự thay_đổi thông_tin cá_nhân so với giấy khai_sinh thì sinh_viên phải làm gì,nếu có sự thay_đổi thông_tin bản_thân mình mà thông_tin này dùng để ghi trên bằng tốt_nghiệp thì sinh_viên cần phải nộp cho trường bản_sao công_chứng các giấy_tờ điều_chỉnh thông_tin của cơ_quan tư_pháp đã thực_hiện điều_chỉnh đó
984,hồ_sơ trường cấp cho mỗi sinh_viên khi tốt_nghiệp gồm có những gì,mỗi sinh_viên tốt_nghiệp được trường cấp bằng tốt_nghiệp và bảng điểm tốt_nghiệp thông_tin ghi trên bằng tốt_nghiệp theo quy_định hiện_hành của nhà_nước thông_tin trên bảng điểm gồm họ tên sinh_viên ngày_tháng năm sinh nơi sinh lớp khóa tuyển_sinh bậc đào_tạo hệ đào_tạo ngành chuyên_ngành kết_quả học_tập và rèn_luyện đạo_đức các hình_thức khen_thưởng và kỷ_luật đối_với sinh_viên trong quá_trình học tại trường điểm trung_bình chung học_tập toàn khóa điểm trung_bình chung rèn_luyện toàn khóa điểm các học_phần thuộc chương_trình đào_tạo sinh_viên đã học điểm của mỗi học_phần được ghi theo thang điểm 10 thang điểm 4 và điểm chữ nếu có_học_phần_nào sinh_viên học nhiều lần thì sẽ ghi thêm điểm thấp nhất trong các lần học
985,giấy chứng_nhận tốt_nghiệp dùng để làm gì,trong khi chờ_đợi trường hoàn_thành thủ_tục và phát_hành bằng tốt_nghiệp cho sinh_viên đã được hội_đồng xét công_nhận tốt_nghiệp xét_duyệt công_nhận trường cấp giấy chứng_nhận tốt_nghiệp để sinh_viên sử_dụng tạm_thời làm hồ_sơ xin việc giấy chứng_nhận tốt_nghiệp có thời_hạn
986,phải trực_tiếp đến nhận giấy chứng_nhận tốt_nghiệp hay có_thể nhận bằng hình_thức khác,phòng đào_tạo phát giấy chứng_nhận tốt_nghiệp cho sinh_viên trực_tiếp đến nhận tại phòng đào_tạo theo lịch thông_báo hoặc gửi bằng dịch_vụ bưu_điện đến địa_chỉ mà sinh_viên đăng_ký
987,nếu đã hoàn_thành tất_cả các học_phần của chương_trình đào_tạo và đủ điểm tích_lũy nhưng còn thiếu chứng_chỉ quy_định thì sinh_viên có được chứng_nhận gì không,nếu đã hoàn_thành tất_cả các học_phần của chương_trình đào_tạo và đủ điểm tích_lũy nhưng còn thiếu chứng_chỉ yêu_cầu đạt chuẩn đầu_ra về ngoại_ngữ giáo_dục thể_chất và hoặc giáo_dục quốc_phòng thì trường không cấp chứng_nhận sinh_viên phải khẩn_trương hoàn_thành đủ các chứng_chỉ yêu_cầu để được công_nhận tốt_nghiệp
988,khi cần thực_hiện những công_việc yêu_cầu phải có đơn thì lấy mẫu_đơn ở đâu,sau khi đăng_nhập vào website sinh_viên thực_hiện chức_năng lập đơn để lập loại đơn tương_ứng với công_việc yêu_cầu phải có đơn trừ trường_hợp đơn xin ngưng học tạm_thời do ốm tai_nạn thì được dùng mẫu_đơn có sẵn còn lại tất_cả các loại đơn phải lập trực_tiếp từ website
989,trường có quy_định số tín_chỉ tối_đa được phép đăng_ký học trong mỗi học_kỳ không,trường chỉ hạn_chế số tín_chỉ tối_đa được phép đăng_ký học trong mỗi học_kỳ đối_với sinh_viên không đạt chuẩn tiếng anh sau mỗi năm_học theo quy_định tại QĐ ĐHBK đối_với sinh_viên chương_trình đại_trà và QĐ ĐHBK đối_với sinh_viên chương_trình chất_lượng cao
990,có được phép học nếu trùng kế_hoạch học thời khóa biểu hay không,hiện_nay trường chỉ cho phép trùng thời khóa biểu giữa đồ_án môn_học với lớp_học_phần khác trong tương_lai không cho phép sinh_viên đăng_ký học nếu trùng kế_hoạch học thời khóa biểu kể_cả đồ_án môn_học
991,nếu khối_lượng học_tập trong học_kỳ chính dưới mức quy_định thì sẽ bị xử_lý thế_nào,sau khi kết_thúc đăng_ký các lớp_học_phần mở bổ_sung trong học_kỳ chính phòng đào_tạo sẽ kiểm_tra dữ_liệu đăng_ký học của sinh_viên nếu khối_lượng học_tập trong học_kỳ chính dưới mức quy_định thì sinh_viên học vượt ở kỳ trước nên đến kỳ này không phải đăng_ký học hoặc ngành khóa học của sinh_viên không có đủ số tín_chỉ để đăng_ký thì không bị sao cả sinh_viên không chịu đăng_ký đủ số tín_chỉ quy_định thì sẽ bị buộc ngừng học tạm_thời trong học_kỳ đó
992,sinh_viên diện nào thì bị hạ bậc xếp_hạng tốt_nghiệp,theo mức điểm trung_bình chung tích lũy toàn khóa có 4 bậc xếp_hạng tốt_nghiệp xuất_sắc giỏi khá trung_bình tuy_nhiên nếu số tín_chỉ mà sinh_viên học từ lần thứ 2 trở đi vượt quá 5 tổng_số tín_chỉ của chương_trình đào_tạo hoặc bị kỷ_luật cảnh_cáo thì mặc_dù điểm trung_bình chung tích_lũy thuộc loại xuất_sắc hoặc giỏi sinh_viên sẽ bị hạ một bậc xếp_hạng tốt_nghiệp tương_ứng thành loại giỏi hoặc khá
993,điều_kiện để làm đồ_án tốt_nghiệp là gì,sinh_viên được làm đồ_án tốt_nghiệp khi có đủ các điều_kiện sau đây đã học tất_cả các học_phần trừ đồ_án tốt_nghiệp của chương_trình đào_tạo còn thiếu không quá 4 tín_chỉ và đạt học_phần tiên_quyết của đồ_án tốt_nghiệp các học_phần tiên_quyết của đồ_án tốt_nghiệp phụ_thuộc ngành đào_tạo và được công_bố trong website thông_tin sinh_viên điểm trung_bình chung tích_luỹ không dưới 1 90 theo thang điểm 4
994,đầu mỗi học_kỳ phòng đào_tạo xét và công_bố danh_sách sinh_viên đủ điều_kiện nhận đồ_án tốt_nghiệp và đăng_ký ĐATN cho sinh_viên thuộc các lớp đúng và trễ tiến_độ so với tiến_độ thiết_kế của chương_trình sinh_viên học vượt và có đủ điều_kiện nhận ĐATN sớm hơn so với tiến_độ thiết_kế thì cần phải làm đơn xin nhận ĐATN sinh_viên chưa muốn làm ĐATN thì phải tự_hủy đăng_ký trong thời_gian nhà_trường cho phép tất_cả sinh_viên được phòng đào_tạo đăng_ký ĐATN phải đóng học_phí trong thời_gian quy_định của trường các trường_hợp không đóng sẽ bị đình_chỉ làm ĐATN,đầu mỗi học_kỳ phòng đào_tạo xét và công_bố danh_sách sinh_viên đủ điều_kiện nhận đồ_án tốt_nghiệp và đăng_ký ĐATN cho sinh_viên thuộc các lớp đúng và trễ tiến_độ so với tiến_độ thiết_kế của chương_trình sinh_viên học vượt và có đủ điều_kiện nhận ĐATN sớm hơn so với tiến_độ thiết_kế thì cần phải làm đơn xin nhận ĐATN sinh_viên chưa muốn làm ĐATN thì phải tự_hủy đăng_ký trong thời_gian nhà_trường cho phép tất_cả sinh_viên được phòng đào_tạo đăng_ký ĐATN phải đóng học_phí trong thời_gian quy_định của trường các trường_hợp không đóng sẽ bị đình_chỉ làm ĐATN
995,khi nào sinh_viên được thực_tập tốt_nghiệp,thực_tập tốt_nghiệp là một học_phần mà sinh_viên muốn đăng_ký học phải thỏa_mãn các điều_kiện đã được quy_định trong chương_trình đào_tạo của ngành khi thực_tập tốt_nghiệp sinh_viên không được phép học các học_phần khác trừ đồ_án môn_học thời_gian thực_tập tốt_nghiệp được bố_trí chen ở khoảng gần cuối học_kỳ 1 và đầu học_kỳ 2 mỗi năm_học tùy theo tình_hình thực_tế của từng ngành khóa trường có_thể tổ_chức thêm 1 đợt thực_tập tốt_nghiệp trong học_kỳ hè
996,nguyên_tắc chung sinh_viên cần thực_hiện để giải_quyết một công_việc là gì,khi cần giải_quyết một công_việc gì liên_quan đến bản_thân mình sinh_viên phải thực_hiện theo nguyên_tắc sau đây tìm_hiểu và nắm rõ về công_việc cần giải_quyết thông_qua các tài_liệu do trường ban_hành và công_bố tại website các thông_tin cần phải nắm rõ tối_thiểu gồm các bước_tiến_hành loại đơn biểu_mẫu cần sử_dụng nơi nhận trả hồ_sơ thời_gian dự_kiến trả hồ_sơ chuẩn_bị đúng và đủ hồ_sơ đến liên_hệ đúng nơi nhận hồ_sơ và đúng thời_gian quy_định nhận hồ_sơ để giải_quyết công_việc có tác_phong nghiêm_túc_trình thẻ sinh_viên và hồ_sơ cho chuyên_viên phụ_trách nhận lại giấy hẹn trả hồ_sơ đóng lệ_phí đối_với một_số trường_hợp có thu lệ_phí
997,khi học một học_phần từ lần thứ 2 trở_đi thì ảnh_hưởng đến đánh_giá kết_quả học_tập như thế_nào,khi học một học_phần từ lần thứ 2 trở_đi thì ảnh_hưởng đến đánh_giá kết_quả học_tập như sau nếu trong học_kỳ 1 của năm_học học lại một học_phần_nào đó thì điểm của học_phần này tham_gia vào việc tính điểm trung_bình chung học_kỳ của học_kỳ 1 của năm_học nếu lần học này có điểm_cao nhất so với các lần học trước thì điểm của học_phần này tham_gia vào việc tính điểm trung_bình chung tích_lũy nếu trong học_kỳ 2 của năm_học học lại một học_phần_nào đó thì điểm của học_phần này tham_gia vào việc tính điểm trung_bình chung học_kỳ của học_kỳ 2 của năm_học nếu lần học này có điểm_cao nhất so với các lần học trước thì điểm của học_phần này tham_gia vào việc tính điểm trung_bình chung tích_lũy nếu trong kỳ hè của năm_học học lại một học_phần_nào đó thì điểm của học_phần này tham_gia vào việc tính điểm trung_bình chung học_kỳ của học_kỳ 2 của năm_học nếu kỳ 2 cũng có_học học_phần này thì lấy điểm_cao hơn trong 2 lần học để tính nếu lần học này có điểm_cao nhất so với các lần học trước thì điểm của học_phần này tham_gia vào việc tính điểm trung_bình chung tích_lũy
998,điểm trung_bình chung học_bổng là gì,điểm trung_bình chung học_bổng ở mỗi học_kỳ là điểm trung_bình chung có trọng số tính theo thang điểm 10 của tất_cả các học_phần học lần thứ nhất trong học_kỳ đó trọng số các học_phần là số tín_chỉ của học_phần
999,sinh_viên học ở trường có_thể nhận được những loại học_bổng nào,học_bổng cho sinh_viên học tại trường gồm có các loại sau đây học_bổng khuyến_khích học_tập theo quy_định của nhà_nước dành cho sinh_viên chính_quy học ngành thứ nhất quỹ học_bổng trong mỗi học_kỳ I và II ở mỗi năm_học là 8 tổng học_phí do sinh_viên đóng trong học_kỳ các loại học_bổng khác do các cá_nhân tổ_chức ở trong và ngoài nước tài_trợ
1000,điều_kiện để được xét nhận học_bổng khuyến_khích học_tập theo quy_định của nhà_nước là gì,để được vào danh_sách xét nhận học_bổng khuyến_khích học_tập theo quy_định của nhà_nước sinh_viên phải có đủ các điều_kiện sau có kết_quả rèn_luyện đạo_đức ở học_kỳ đó từ_loại khá trở lên có điểm trung_bình chung học_bổng trong học_kỳ đó từ 7 0 trở lên không có_học_phần_nào có điểm dưới 5 theo thang điểm 10 số tín_chỉ học trong học_kỳ đủ ngưỡng quy_định 14 tín_chỉ trừ các trường_hợp sau đây thì có_thể dưới ngưỡng quy_định sinh_viên được miễn học học_phần anh văn do có kết_quả cao trong kỳ kiểm_tra năng_lực ngoại_ngữ đầu_vào sinh_viên học vượt ở học_kỳ trước nên học_kỳ này có_học_phần không cần học_sinh_viên năm cuối khóa học chỉ làm đồ_án tốt_nghiệp
1001,điều_kiện để được xét nhận học_bổng loại khác là gì,mỗi loại học_bổng đó có tiêu_chí xét riêng được quyết_định bởi cá_nhân hay tổ_chức tài_trợ thông_tin về việc xét các loại học_bổng này được công_bố tại website của phòng công_tác sinh_viên
1002,đơn_vị nào của trường chủ_trì xét học_bổng khuyến_khích học_tập theo quy_định của nhà_nước,phòng công_tác sinh_viên chủ_trì phòng kế_hoạch tài_chính và các khoa phối_hợp với phòng công_tác sinh_viên để xét học_bổng
1003,đơn_vị nào của trường chủ_trì xét các loại học_bổng khác,thông_thường thì phòng công_tác sinh_viên chủ_trì các khoa phối_hợp với phòng công_tác sinh_viên để xét học_bổng có một_số loại học_bổng chỉ xét cho sinh_viên thuộc ngành nào thì do khoa đó xét
1004,vì_sao có_thể có một_số sinh_viên có kết_quả học_tập khá nhưng không có học_bổng,quỹ học_bổng có giới_hạn là 8 tổng học_phí sinh_viên đóng do đó ở một_số khoa không phải tất_cả sinh_viên có kết_quả học khá đều được học_bổng
1005,nếu sinh_viên hoãn thi và sau đó thi bổ_sung và có điểm_cao nên thuộc diện được xét học_bổng ở kỳ trước thì cần phải làm gì,nếu sinh_viên hoãn thi và sau đó thi bổ_sung và có điểm_cao nên thuộc diện được xét học_bổng ở kỳ trước thì sinh_viên cần phải viết đơn trình_bày để gửi giáo_vụ khoa khoa và phòng công_tác sinh_viên sẽ xét bổ_sung nếu được học_bổng sinh_viên sẽ được nhận truy_lĩnh
1006,học_phí được tính trên cơ_sở nào,mức học_phí các lớp bình_thường được trường tính trên cơ_sở quy_định tại các văn_bản của nhà_nước nghị_định 86 của chính_phủ mức học_phí các lớp thuộc chương_trình chất_lượng cao lớp mở bổ_sung lớp ngoại khóa được tính trên quy_định của trường và được thông_báo_công_khai từ đầu khóa học
1007,ngoài học_phí phải đóng sinh_viên của trường có được hỗ_trợ nào khác,tài_chính cho hoạt_động của trường bao_gồm nhiều nguồn học_phí của sinh_viên chỉ là một phần trường nhận ngân_sách nhà_nước cấp và nhiều nguồn khác trong đó cũng có đóng_góp của cựu sinh_viên
1008,vì_sao trường phải có biện_pháp nghiêm_khắc với sinh_viên chây ỳ bất_chấp quy_định của trường,sau khi tốt_nghiệp sinh_viên của trường đại_học bách_khoa sẽ là những người làm công_tác kỹ_thuật nên đòi_hỏi có tính nghiêm_túc kỷ_luật chia_sẻ hợp_tác trong công_việc làm_việc có kế_hoạch đúng quy_trình nếu không sẽ có nguy_cơ gây hậu_quả làm tổn_hại lớn đến bản_thân gia_đình xã_hội cho_nên sinh_viên cần phải rèn_luyện làm_việc đúng kế_hoạch có tính kỷ_luật_khoa_học ngay từ những năm đầu học ở trường
1009,sau khi tốt_nghiệp nếu có điều_kiện thì cựu sinh_viên có_thể đóng_góp xây_dựng trường bằng hình_thức nào,cựu sinh_viên có_thể đóng_góp vật_chất tài_chính tinh_thần để xây_dựng trường thông_qua hội cựu sinh_viên trường chi_hội cựu sinh_viên khoa ngành
1010,khi cần phản_ảnh góp_ý về hoạt_động đào_tạo của trường thì có_thể thực_hiện bằng cách nào,từ trước đến nay trường thường_xuyên nhận đóng_góp_ý_kiến của cựu sinh_viên sinh_viên cũng như khách của trường thông_qua nhiều hình_thức như thư góp_ý thư điện_tử điện_thoại ý_kiến thu_thập từ các khoa các buổi đối_thoại gữa khoa_trường với sinh_viên nhà_trường dùng công_cụ online để khảo_sát ý_kiến sinh_viên ngoài các phương_thức nói trên nếu cần góp_ý hoặc phản_ánh tố_cáo các hiện_tượng tiêu_cực về đào_tạo thì sinh_viên có_thể dùng email do trường cung_cấp để gửi đến email của i thầy hiệu_trưởng ii thầy trưởng_phòng đào_tạo nhà_trường trân_trọng những ý_kiến đóng_góp để xây_dựng trường và có biện_pháp để bảo_vệ những cá_nhân tập_thể đấu_tranh với những hành_vi sai_phạm trong nhà_trường
1011,hướng_dẫn về BHYT và sử_dụng thẻ BHYT khám chữa bệnh,I mua BHYT cho cả thời_gian_tham_gia_bảo_hiểm từ 01 01 2024 đến 31 12 2024 12 tháng số tiền phải đóng 12 tháng x 56 700 đồng tháng 680 400 đồng_thời_gian nộp tiền BHYT nộp cùng học_phí học_kỳ 1 năm_học 2023 2024 đợt 1 từ ngày 02 10 15 10 2023 đợt 2 từ 31 12 2023 hình_thức nộp tiền sinh_viên nộp tiền mua bảo_hiểm y_tế cho trường cùng với học_phí ii mua BHYT các đợt trong để hỗ_trợ cho những sinh_viên chưa có thẻ BHYT theo diện đối_tượng sinh_viên hoặc thẻ BHYT hết hạn nhà_trường phối_hợp với BHXH quận hai bà trưng tổ_chức mua BHYT định_kỳ theo quý 3 tháng lần cho sinh_viên vào đầu mỗi quý thời_gian nộp tiền mua BHYT các đợt bổ_sung trong như sau đợt 1 từ đến thời_gian_tham_gia_bảo_hiểm từ 01 03 2024 đến 31 12 2024 10 tháng số tiền phải đóng 10 tháng x 56 700 đồng tháng 567 000 đồng đợt 2 từ đến thời_gian_tham_gia_bảo_hiểm từ 01 07 2024 đến 31 12 2024 06 tháng số tiền phải đóng 6 tháng x 56 700 đồng tháng 340 200 đồng đợt 3 từ đến thời_gian_tham_gia_bảo_hiểm từ 01 10 2024 đến 31 12 2024 03 tháng số tiền phải đóng 3 tháng x 56 700 đồng tháng 170 100 đồng hình_thức nộp tiền sinh_viên nộp tiền theo cú_pháp mssv hovaten vào tài DAI HOC BACH KHOA HA NOI tại ngân_hàng BIDV ngân_hàng thương_mại cổ_phần đầu_tư và phát_triển việt nam chi_nhánh hà thành sau khi nộp tiền_đề_nghị các em gửi ảnh lệnh chuyển tiền thành_công VÀO ĐÂY hoặc link https forms office com r ptwsvmekj2 lưu_ý tài_khoản trên chỉ dùng để nộp tiền BHYT sinh_viên KHÔNG nộp học_phí hoặc các khoản phí khác vào tài_khoản này sinh_viên cần tư_vấn hỗ_trợ về BHYT xin liên_hệ với cô nghiêm thị kim chi ĐT 024 3869 3108 email chi nghiemthikim hust edu vn iii sử_dụng thẻ BHYT khám chữa bệnh nơi đăng_ký khám chữa bệnh ban_đầu tại trung_tâm Y_tế bách_khoa số 5 phố tạ quang bửu sinh_viên cần khám chữa bệnh tư_vấn về việc khám chữa bệnh hoặc chuyển tuyến trên để khám chữa bệnh có_thể đến trung_tâm Y_tế của trường khi đến sinh_viên cần mang theo các giấy_tờ sau thẻ bảo_hiểm y_tế BHYT sinh_viên có_thể dùng thẻ BHYT giấy hoặc thẻ BHYT điện_tử bằng cách cài_đặt ứng_dụng vssid trên điện_thoại_di_động thay cho thẻ BHYT giấy chi_tiết hướng_dẫn cài ứng_dụng xem TẠI ĐÂY để đi khám chữa bệnh tại trung_tâm Y_tế của trường hoặc các cơ_sở y_tế khác CCCD CMND hoặc thẻ sinh_viên hoặc giấy_tờ hợp_lệ sổ khám bệnh nếu có chú_ý trường_hợp muốn thay_đổi nơi khám chữa bệnh ban_đầu sinh_viên tới bảo_hiểm xã_hội quận hai bà trưng số 6 ngõ 167 đường giải_phóng vào thời_gian 10 ngày đầu_tiên của tháng đầu quý mười ngày đầu của các 4 7 10 mã_số BHXH là mã_số trên sổ BHXH hoặc 10 số cuối viết liền nhau trên thẻ BHYT trường_hợp sinh_viên không nhớ mã_số thẻ BHXH thì tìm mã_số qua link https baohiemxahoi gov vn tracuu hoặc có_thể tra_cứu trong tài_khoản cá_nhân của mình trên cổng thông_tin sinh_viên của ĐHBK hà_nội https ctsv hust edu vn ho so IV quy_trình thực_hiện việc khám chữa bệnh như sau sinh_viên đến khám chữa bệnh tại các cơ_sở Y_tế cần mang theo thẻ BHYT hoặc điện_thoại_di_động có cài_đặt vssid tài_khoản vneid đã được định_danh điện_tử mức_độ 2 các bước thực_hiện khám chữa bệnh như sau bước 1 đăng_ký khám bệnh tại bàn đón_tiếp bước 2 đến các phòng_khám theo hướng_dẫn của bộ_phận đón_tiếp bước 3 thực_hiện xét_nghiệm cận lâm_sàng nếu có bước 4 trở_lại phòng_khám ban_đầu sau khi có kết_quả cận lâm_sàng bước 5 đợi bác sỹ kê đơn thuốc và ra bàn phụ khám làm thủ_tục bước 6 đến phòng dược lĩnh thuốc v làm lại thẻ bảo_hiểm Y_tế trường_hợp thẻ BHYT bị mất bị hỏng sinh_viên có_thể mang thẻ CCCD CMND đến bảo_hiểm xã_hội quận hai bà trưng nhà số 6 ngõ 167 đường giải_phóng để xin cấp lại thẻ bhyt lưu_ý sinh_viên đi khám chữa bệnh tại các cơ_sở y_tế không nhất_thiết phải dùng thẻ giấy sinh_viên có_thể dùng thẻ điện_tử sau khi cài ứng_dụng vssid như hướng_dẫn ở mục III bên trên
1012,hướng_dẫn thủ_tục biểu_mẫu thắc_mắc về học_tập học_phí,I giới_thiệu chung thông_báo kể từ có sự thay_đổi về tên gọi và chức_năng các đơn_vị theo đó phòng đào_tạo sẽ chuyển thành ban đào_tạo tuy_nhiên địa_chỉ phòng làm_việc không thay_đổi ban đào_tạo tiếp_nhận các đề_xuất thắc_mắc phản_hồi của sinh_viên qua thư điện_tử email hạn_chế tối_đa việc sinh_viên phải lên gặp trực_tiếp việc sử_dụng email khi trao_đổi sẽ mang lại các lợi_ích sau giảm thời_gian đi_lại giảm thời_gian chờ_đợi hẹn gặp xác_nhận chính_xác thời_gian gửi và tiếp_nhận xử_lý thông_tin có_thể xử_lý thông_tin tại mọi địa_điểm dễ_dàng chuyển đơn tới các đơn_vị liên_quan để xin ý_kiến lưu được các minh chứng sinh_viên cần lưu lại các email đã gửi không xóa để còn làm minh chứng trong trường_hợp cần_thiết ii yêu_cầu 1 sinh_viên bắt_buộc phải dùng email của trường cấp khi gửi đơn và các câu hỏi thắc_mắc liên_quan tới học_tập nếu sinh_viên dùng các email khác như gmail yahoo mail thì không_thể_xác_thực được người gửi nên không đủ thông_tin để giải_quyết 2 trong trường_hợp cần có đơn thì sinh_viên có_thể tải đơn theo mẫu trong từng mục tương_ứng sau đó in ra hoặc viết_tay lại đơn đều được điền các thông_tin trong đơn và cần có đủ các mục chữ_ký lưu_ý trong trường_hợp không_thể xin chữ_ký của khoa viện trường thì mục đó có_thể để trống và ban đào_tạo sẽ liên_hệ với các đơn_vị đó sau để xác_nhận cách nộp đơn sinh_viên nộp đơn qua email bằng cách chụp ảnh cả đơn và thẻ sinh_viên rồi gửi kèm theo email tới người tiếp_nhận tương_ứng theo bảng dưới đây lưu_ý riêng đơn xin thôi học rút hồ_sơ bắt_buộc phải nộp tại ban đào_tạo 202A C1 tương_tự với một_vài mẫu_đơn khác theo hướng_dẫn không tiếp_nhận online 3 để có_thể dễ_dàng phân_loại công_việc sinh_viên cần soạn tiêu_đề email theo cấu_trúc sau hạng_mục viết tắt mã_số sinh_viên họ và tên ví_dụ học_phí 20211234 nguyễn văn A
1013,hướng_dẫn tổ_chức đánh_giá kết_quả rèn_luyện,đánh_giá kết_quả rèn_luyện của sinh_viên là một yêu_cầu bắt_buộc trong quy_chế công_tác sinh_viên theo TT BGDĐT và TT BGDĐT I mục_tiêu thúc_đẩy sinh tích_cực rèn_luyện để tăng khả_năng thành_công cho sinh_viên trong và sau quá_trình đào_tạo phù_hợp với mục_tiêu và chính_sách của nhà_trường hướng tới đó là người học làm_chủ_thể của hoạt_động đào_tạo tăng tính minh_bạch khách_quan của kết_quả đánh_giá rèn_luyện đảm_bảo sự công_bằng giữa các sinh_viên cung_cấp thông_tin cho quá_trình tổ_chức các hoạt_động hỗ_trợ sinh_viên chi_tiết quy_định của đại_học BKHN các bạn xem tại đây ii để không bị xếp loại rèn_luyện trong học_kỳ là yếu_kém để đạt được 50 hay 65 điểm rèn_luyện là không khó đối các bạn sinh_viên cụ_thể là với mục kết_quả học_tập bạn dễ_dàng đạt được 24 đến 30 điểm với 12 điểm nếu bạn có kết_quả GPA ở mức 1 5 và 14 điểm nếu GPA ở mức 2 0 8 điểm nếu bạn chỉ cần có điểm GPA cao hơn kỳ trước 0 01 điểm 4 điểm nếu bạn có trình_độ ngoại_ngữ đạt tiến_độ học_tập 6 điểm nếu bạn có kế_hoạch học_tập phù_hợp được thầy cô ghi_nhận với mục ý_thức kỷ_luật bạn có_thể dễ_dàng đạt được 25 điểm nữa thông_qua việc tham_gia các hoạt_động 7 điểm từ tham_gia SHCD trong học_kỳ có rất nhiều hoạt_động thế này cả hình_thức online và offline 7 điểm từ tham_gia họp lớp để được ghi_nhận minh chứng này bạn liên_hệ với GV QLL SV để được xác_nhận 6 điểm từ tiêu_chí tuân_thủ kỷ_luật_học_tập để được điểm này chỉ cần bạn không bị cấm thi các học_phần trong học_kỳ 6 điểm từ làm bài kiểm_tra quy_chế các bạn xem chi_tiết tại đây https ctsv hust edu vn hoat dong 8938 kiem tra quy che 2023 1 với mục trách_nhiệm cộng động bạn có_thể dễ_dàng đạt được 12 điểm thông_qua việc tham_gia các hoạt_động 8 điểm từ hiểu_biết pháp_luật các bạn có_thể xem chi_tiết tại đây https ctsv hust edu vn hoat dong 8975 cuoc thi tim hieu phap luat ky 2023 1 4 điểm từ kê_khai_thông_tin nơi ở các bạn có_thể xem chi_tiết tại đây https ctsv hust edu vn hoat dong 8908 khai bao noi tam tru thuong tru va gioi thieu thong tin nha tro ky 2023 1 vậy bạn không quá khó_khăn để đạt 65 điểm 28 25 12 65 cho_dù GPA bạn chỉ 1 5 với các bạn sinh_viên năm cuối hoặc đi thực_tập doanh các bạn điền thông_tin theo form khảo_sát do ban CTSV gửi để được hỗ_trợ_cấp minh chứng rèn_luyện thêm tại đây https ctsv hust edu vn hoat dong 8994 tham_gia thuc tap tang cuong nang luc nghe nghiep tai doanh nghiep ky 2023 1 để có_thể được kết_quả cao hơn xếp loại khá 65 điểm bạn cũng chỉ cần tham_gia 1 2 hoạt_động không quá khó như 1 tham_gia khảo_sát về góp_ý quy_định quy_chế đào_tạo và công_tác sinh_viên 2 tham_gia các hoạt_động hướng_nghiệp https ctsv hust edu vn hoat dong 8982 chi tiet 3 một học_kỳ các đơn_vị trong nhà_trường tổ_chức trung_bình 300 hoạt_động khác nhau do đó bạn hoàn_toàn có cơ_hội đạt được điều đó thông_qua việc tham_gia các hoạt_động phù_hợp với bản_thân mình iii việc cấp_phát và xác_nhận minh chứng tham_gia hoạt_động khi bạn tham_gia hoạt_động nộp đủ các minh chứng trả_lời form chụp ảnh checkin tại sự_kiện mà chưa được xác_nhận minh chứng để tự chấm điểm rèn_luyện khi đó có mấy tình_huống xảy ra là hoạt_động đang diễn ra chưa kết_thúc nên minh chứng tham_gia hoạt_động của bạn chưa được xác_nhận hoạt_động đã kết_thúc nhưng ban tổ_chức hoạt_động đang trong quá_trình xét_duyệt nên chưa cấp hết minh chứng cho bạn minh chứng của bạn không đạt yêu_cầu của BTC nên không được xác_nhận với tình_huống 2 3 bạn viết mail cho thành_viên BTC để hỏi hoặc khiếu_nại về việc cấp minh chứng bạn tham_khảo cách khiếu_nại tại đây với các minh chứng liên_quan đến kết_quả học_tập ban CTSV sẽ cập_nhật theo kết_quả điểm do ban đào_tạo cung_cấp theo nguyên_tắc cập_nhật ngay khi có kết_quả học_tập để đảm_bảo quyền_lợi xét học_bổng của các bạn để được tư_vấn kỹ hơn bạn có_thể liên_hệ với TỔ HỖ_TRỢ TRIỂN_KHAI HỆ_THỐNG ictsv tại địa_chỉ phòng 106 D4 ĐHBK hà_nội fanpage https fb com ictsv hust group facebook https fb com groups diemrenluyenhust group yammer https bit ly yammer drlhust
