id,question,answer1
870,"Thầy cô cho em hỏi tại sao chỗ điểm hồ sơ năng lực của em lại không tính điểm học lực ? 
Hiện tại em có điểm học lực là 38,4 nhưng khi ấn vào đánh giá năng lực của xét tuyển tài năng thì lại hiển thị là 0 ","Em gửi mail trường hợp của em đến mail: tuyensinh@hust.edu.vn  nhé
Nêu rõ thông tin cá nhân và Chụp rõ minh chứng chỗ không tính điểm học lực nhé"
871,"Thưa thầy cô, hiện tai em chưa trúng tuyển đợi 1 và có một số thắc mắc về xét tuyển tài năng đợi 2 ạ:
1, Ở đợi 2 này khi em đổi sang nguyện vọng khác (điểm của em đã trên mức điểm tối thiểu của nguyện vọng đó) thì khi đó em đã chắc chắn được chọn chưa ạ hay là nhà trường sẽ lấy từ trên xuống và khi nào đủ chỉ tiêu của khoa đó thì dừng vậy ạ
2, Một số khoa điểm khá cao (trên 90 điểm) thì có khả năng điểm sàn sẽ hạ không ạ, nếu có thì có nhiều không ạ
Mong thầy cô giải đáp thắc mắc giúp em ạ, em xin cảm ơn.","Chào em, nguyên tắc xét của đợt 2 cũng giống như của đợt 1, do đó: 
1/ Nếu điểm của em đã trên mức điểm tối thiểu theo yêu cầu của Nhà trường, và nằm trong chỉ tiêu cho phép, thì em trúng tuyển. Nếu nhiều bạn đăng ký vào cùng ngành giống em, thì Hội đồng Tuyển sinh sẽ xét từ trên xuống, đủ chỉ tiêu thì dừng lại.
2/ Đợt 2 sẽ không hạ điểm, ngưỡng yêu cầu vào một ngành sẽ bằng hoặc cao hơn ngưỡng yêu cầu của đợt 1."
872,"thầy ơi cho e hỏi là đăng ký xét tuyển tài năng kết thúc vào 18/4/2021 nhưng phần đăng ký thông tin chung và kết quả học tập thì vẫn mở, đúng không ạ. Do e chưa biết kì 2 lớp 12 kết thúc vào lúc nào, và hiện giờ e mới chỉ có điểm của HKI thôi ạ. Thêm nữa, nhà trường và GVCN chỉ ký và xác nhận điểm vào cuối năm, nên hiện giờ, điểm HKi của lớp 12 của e chưa được xác nhận ạ. Nên e muốn đợi đến khi hoàn thành HKII , e mới nhập điểm vào phần ""kết quả học tập"" được không ạ","Chào em,
Phần đăng ký thông tin chung và kết quả  học tập vẫn mở đến hết đăng ký Bài kiểm tra tư duy tức đến 18/5/2021"
873,"em có thể dùng bảng điểm có chữ kí của nhà trường thay cho học bạ được không ạ, do phần học bạ lớp 12 của trường em chưa được viết vào ạ","Chào em,
Thậm chí em có thể dùng bản chụp học bạ điện tử trên website, bản này không có chữ ký nào cả, vẫn hợp lệ để tải lên. 
Miễn là em chịu trách nhiệm với điểm số đã kê khai, nhà trường sẽ hậu kiểm bản gốc sau nếu em trúng tuyển thẳng vào ĐHBKHN"
874,"Thưa nhà trường cho em hỏi là em có chứng chỉ IELTS 7.5 thì có được xét tuyển thẳng vào ngành kiểm toán không ạ ?Và bằng IELTS có được tính là một điểm cộng khi xét tuyển thẳng vào các ngành như cntt không ạ ? Em còn là cựu thành viên của đội tuyển quốc gia vật lí và được giải nhì trong kì thi trại hè, học bạ giỏi ba năm ở trường chuyên thì có cơ hội xét vào ngành này không ạ ? ","Chào em,
Với chứng chỉ IELTS 6.0 trở lên thì em được xét tuyển thẳng vào ngành Ngôn ngữ Anh, Kinh Tế Quản Lý. Bao gồm những ngành sau: https://ts.hust.edu.vn/training-cate/nganh-dao-tao-dai-hoc?child_cate=nhom-nganh-cong-nghe-giao-duc-kinh-te-quan-ly-ngon-ngu-anhNhư vậy, không có ngành Kiểm toán.
Nếu em là thành viên đội tuyển quốc gia vật lý thì nên chọn Xét tuyển thẳng diện hồ sơ. Các giải như ""Giải nhì trong kỳ thi trại hè"";
Bằng IELTS chỉ phù hợp xét tuyển thẳng vào ngành Kinh tế Quản lý và Ngôn ngữ Anh nên việc em dùng chứng chỉ này để CỐ nộp vào ngành CNTT sẽ không được điểm thưởng. 
Học bạ giỏi 3 năm chỉ là điều kiện sơ tuyển nên không tính cộng điểm."
875,"Em muốn hỏi về việc điền kết quả học tập trong đơn đăng kí online ạ. Hiện tại trường em chỉ cấp bản sao học bạ trong năm lớp 10 và 11, vậy em có thể upload bảng điểm học kì I lớp 12 thay thế cho học bạ được không ạ? Em cảm ơn thầy cô nhiều ạ!","Được em nhé
Học bạ điện tử, học bạ giấy, học bạ chưa có dấu đỏ của nhà trường do nhà trường chỉ xác nhận vào cuối năm cấp 3... đều được.
Em chịu trách nhiệm về điểm số học bạ em đã khai trên hệ thống dangkytuyensinh.
Sau này nếu như em được trúng tuyển thẳng, trường ĐHBKHN sẽ hậu kiểm bản gốc, nếu có sự sai khác so với thông tin em đã khai thì ban tuyển sinh có thể hủy kết quả tuyển thẳng của em."
876,em năm nay muốn đăng kí bằng xét tuyển ngành IT-E6 và IT-E7 bằng hình thức kiểm tra tư duy thì chỉ được chọn một tổ hợp BK1 hoặc BK3 thôi hay là đăng kí cả hai được ạ ?,"Chào em,
Em được chọn đăng ký MỌI TỔ HỢP mà IT-E6 và IT-E7 có, đâu có hạn chế đâu?"
877,Phần ảnh minh chứng học bạ khi đăng ký xét tuyển hồ sơ năng lực có cần chụp phần nhận xét giáo viên và hạnh kiểm không ạ? ,"Không cần em nhé. 
Phần minh chứng học bạ, ban tuyển sinh quan tâm điểm số trong học bạ của em để CHỨNG MINH điểm số em nhập ở trên là ĐÚNG.
Không đề cập đến Hạnh kiểm của em, nên em không cần thiết chụp phần này (Tất nhiên, nếu em chụp thừa vẫn không sao)"
878,cho e hỏi là đợt mở đky 20/3 này chỉ dành cho xét tuyển thẳng thôi hay cả ktra tư duy nữa ạ,"Chào em,
Em hãy xem câu trả lời ở đây nhé: https://ts.hust.edu.vn/tin-tuc/huong-dan-dang-ky-tuyen-sinh-dai-hoc-2021
Bài kiểm tra tư duy chưa mở. Dự kiến mở từ 25/4/2021 - 18/5/2021"
879,"Trong phương thức ""Xét tuyển tài năng"" có 3 hình thức
1. Thí sinh tham dự kỳ thi chọn đội tuyển quốc gia dự thi quốc tế; thí sinh đạt giải quốc gia (nhất, nhì, ba) các môn Toán, Lý, Hóa, Sinh, Tin học, Ngoại ngữ, KHKT.
2. Xét tuyển thẳng căn cứ kết quả thi chứng chỉ khảo thí ACT, SAT, A-Level và IELTS,...
3. Xét hồ sơ năng lực kết hợp phỏng vấn
Em muốn hỏi là tỉ lệ được chọn giữa 3 hình thức sẽ được chia đều. Hay là sẽ được xếp theo thứ tự ưu tiên từ 1 đến 3 ạ?","Chào em,
Với mỗi phương thức xét tuyển, sau khi em tải lên hồ sơ, chứng nhận giải sẽ hiển thị điểm số hồ sơ của em được là bao nhiêu. Khi xét chọn hồ sơ trong 1 ngành sẽ lấy từ cao xuống thấp. Vậy nên có bạn hồ sơ đẹp, điểm hồ sơ cao có thể trúng tuyển thẳng cả 3 diện, hoặc có bạn không đạt diện nào.
Việc xét chọn hồ sơ của 3 phương thức xét tuyển thẳng là ĐỘC LẬP với nhau, không có chuyện chọn tỷ lệ phương thức kia cao, phương thức này thấp vì nhà trường đều đã ấn định chỉ tiêu cho từng phương thức xét tuyển rồi."
880,cho em hỏi mình có bắt buộc phải có thư giới thiệu của thầy cô không ạ,"Chào em,
Hệ thống yêu cầu em bắt buộc phải tải lên thư giới thiệu của thầy cô. Nếu em không có thì sẽ bị trừ điểm hồ sơ theo quy định nhé."
881,"cho em hỏi với ạ, Em chỉ xét tuyển thẳng theo quy định bộ giáo dục mà ko xét tuyển onl nên em ko đăng kí tài khoản online  BK  thì làm sao để biết mình xác nhận nhập học thành công hay chưa ạ","Chào em,
Phòng tuyển sinh sẽ thông báo cho em qua tin nhắn, nên em để ý điện thoại nhé."
882,"Xin chào thầy,
Em muốn hỏi để trúng tuyển vào 1 ngành theo hình thức thi TN THPT thì em cần đạt những điều kiện nào?","Chào em,
Để trúng tuyern vào 1 ngành em cần đạt 2 điều kiện: (1) Điều kiện sơ tuyển học bạ và (2) Điểm chuẩn
1/ Đạt Điều kiện sơ tuyển học bạ
(*) Điều kiện sơ tuyển học bạ diện thi TN THPT
Điểm trung bình 6 học kỳ mỗi môn học THPT trong tổ hợp sơ tuyển đạt từ 7,0 trở lên (điểm các kỳ có thể bù trừ cho nhau MIỄN LÀ trung bình chung phải đạt từ 7,0 trở lên). 
Ví dụ:
Bạn A thi tổ hợp A00 (Toán - Lý - Hóa). 
- Bạn A đạt điểm 6 kỳ môn Toán THPT là: 7 - 8 - 6 - 9 - 9 - 10 = 49. Bình quân 6 kỳ là 8,2 ≥ 7,0 => Bạn A ĐẠT môn Toán (Mặc dù có 1 kỳ bị 6 điểm môn Toán).
- Bạn A đạt điểm 6 kỳ môn Lý THPT là: 6 - 6 - 6 - 7 - 7 - 9 = 41. Bình quân 6 kỳ là 6,83 < 7,0 => Bạn A KHÔNG ĐẠT môn Lý.
- Bạn A đạt điểm 6 kỳ môn Hóa THPT là: 8 - 8 - 8 - 9 - 9 - 10 = 52. Bình quân 6 kỳ là 8,67 ≥ 7,0 => Bạn A ĐẠT môn Hóa.
Vậy, tổng kết lại, bạn A KHÔNG ĐẠT điều kiện học bạ vì có môn Lý (6,83 < 7,0) => KHÔNG ĐỦ ĐIỀU KIỆN SƠ TUYỂN HỒ SƠ
 
2/ Điểm chuẩn thi TN THPT: Đủ điểm chuẩn ngành X theo từng năm tuyển sinh.
(?) Câu hỏi thêm: Vậy làm thế nào để biết mình có đủ điểm chuẩn không?
Đây là câu hỏi RẤT KHÓ TRẢ LỜI, vì điểm chuẩn chỉ có sau khi khóa hệ thống đăng ký nguyện vọng trên website của Bộ GD&ĐT. 
Em tham khảo hướng dẫn sau: Hướng dẫn chọn nguyện vọng dễ đỗ
Khi đăng ký nguyện vọng vào ĐHBKHN, thí sinh nên chọn 3 nhóm ngành: nhóm ngành cao hơn năng lực, nhóm ngành vừa tầm với năng lực và nhóm ngành thấp hơn với năng lực để đảm bảo cơ hội trúng tuyển. Tuy nhiên, cả 3 nhóm ngành phải cùng vào ngành học mình yêu thích. (Bạn xem danh sách các ngành đào tạo đại học TẠI ĐÂY)
Phải chọn đúng ngành yêu thích, không nên lựa chọn ngành dễ đậu nhưng lại không muốn theo học
Khi đăng ký nguyện vọng 1, thí sinh phải chọn ngành mình yêu thích nhất, có khả năng sẽ học nhất. Nguyện vọng tiếp theo sẽ chọn những ngành an toàn để đảm bảo cơ hội trúng tuyển nếu trượt nguyện vọng đầu tiên. 
Thí sinh có thể đăng ký xét tuyển theo các bước gợi ý dưới đây:

Lập bảng danh sách các ngành mình đang quan tâm tại ĐHBKHN (nên căn cứ vào sự yêu thích, thế mạnh, cơ hội việc làm sau khi tốt nghiệp...)
Lựa chọn ra tầm 6 ngành mà có điểm chuẩn năm trước bằng hoặc dao động quanh điểm của mình. (Xem điểm chuẩn tuyển sinh các năm TẠI ĐÂY )
Loại ra khỏi danh sách những ngành có điểm chuẩn các năm trước quá cao so với điểm của bạn. Chẳng hạn: Bạn được 21 điểm, bạn không nên đăng ký xét tuyển vào những ngành mà các năm trước lấy 27-28 điểm (Vì chắc chắn rằng năm nay, nhiều bạn điểm chuẩn tầm mức này cũng lựa chọn vào các ngành này).
Sắp xếp thứ tự các nguyện vọng ngành theo sự ưa thích của bạn, ngành nào yêu thích nhất để nguyện vọng 1, tiếp theo để nguyện vọng 2...
Nếu không trúng tuyển nguyện vọng 1 hay 2, thí sinh vẫn còn tiếp tục có cơ hội xét tuyển các NV3, NV4, NV5 … bình đẳng với tất cả các thí sinh có cùng ngành xét tuyển. Thí sinh dù đăng ký ở các thứ tự nguyện vọng khác nhau vào một ngành thì đều được xét như nhau.

Ghi chú: Dự kiến điểm chuẩn năm nay của nhiều ngành, đặc biệt nhóm ngành công nghệ thông tin, điểm chuẩn có thể tăng từ 1-2,5 điểm. Do đó, bạn có thể tự cân đối lựa chọn bằng cách cộng điểm chuẩn ngoái với điểm dự kiến tăng (từ 1-2,5 điểm) để lên chiến lược đăng ký nguyện vọng cho chính mình.
Ví dụ, một thí sinh đạt 24 điểm nộp vào ĐHBKHN ngành Công nghệ thông tin và dự kiến rằng điểm ngành này có thể tăng 1 điểm, vẫn có thể đăng ký như sau:

NV1 vào ngành có điểm chuẩn năm ngoái là 24 (+ 1đ).
NV2 vào ngành có điểm chuẩn năm ngoái là 23,5 (+ 1đ).
NV3 vào ngành có điểm chuẩn năm ngoái là 23 (+ 1đ).
NV4 vào ngành có điểm chuẩn năm ngoái là 22,5 (+ 1đ).
NV5 vào ngành có điểm chuẩn năm ngoái là 22 (+ 1đ).
NV6 vào ngành có điểm chuẩn năm ngoái là 21,5 (+ 1đ).

(Hoặc đăng ký nhiều hơn 6 nguyện vọng vào các ngành tại ĐHBKHN, điều này sẽ tùy vào ""chiến lược đăng ký nguyện vọng"" của mỗi bạn)"
883,"em chào thầy cô trong ban tuyển sinh BKHN ạem là thí sinh 2003, em có nguyện vọng đăng kí vào BKHN ạđiểm của em là 29,15 khối A01 cũng là thủ khoa khối A01 của tỉnh Bắc Ninh( số báo danh của em là 19004104)nhưng theo điều kiện sơ tuyển của BKHN là trung bình mỗi môn trong tổ hợp 6 kì phải >=7 , có nghĩa là tổng 6 kì phải >=42 nhưng tổng 6 kì môn tiếng anh của em chỉ được 41,7 chia trung bình 6 kì là 6,95 ạtheo như điều kiện sơ tuyển là bị loại rồi ạvậy nên em mong muốn ban tuyển sinh xem xét trường hợp của em có thể còn cơ hội nào để đăng kí vào BKHN được không ạnếu được thì em phải cam kết sau khi vào trường sẽ đạt gpa 1 ngưỡng nào đó hay gì khác ạ em xin cám ơn ạ","Chào em,
Rất tiếc, nếu ""tổng 6 kì môn tiếng anh của em chỉ được 41,7 chia trung bình 6 kì là 6,95"" thì em sẽ không đủ điều kiện sơ tuyển.
Chỉ có 1 cách có thể gặp lại em tại Bách Khoa đó là: Em hãy tiếp tục học đại học, sau này em đăng ký học Thạc sĩ tại ĐHBKHN.

Đừng quá bi quan, hãy nhìn xa về phía trước và chúng ta vẫn còn nhiều cơ hội để gặp nhau. Chúc em nhiều may mắn <3
"
884,em cảm ơn ạ,"Chào em,
Thông tin này em xem ở đâu? Không bao giờ có chuyện bỏ điều kiện xét học bạ em nhé
Còn thông tin mức điểm nhận hồ sơ xét tuyển 23 điểm, chính là ngưỡng đảm bảo chất lượng công bố hàng năm sau khi các thí sinh đã biết điểm thi đại học, để các bạn tự dự liệu cho mình việc có nên đăng ký nguyện vọng vào ĐHBKHN hay không, hay là chọn trường khác.
VD với mức điểm nhận hồ sơ xét tuyển 23 điểm thì từ mức này trở lên sẽ vẫn có cơ hội đỗ vào ĐHBKHN năm tuyển sinh này."
885,"Nếu em có giải quốc gia, thì em có được thêm giải cấp tỉnh vào mục thành tích học tập khác không ạ?","Chào em,
Nếu em có giải quốc gia thì đăng ký chọn xét diện 1.1 chứ?
Nếu em có giải quốc gia (vd hạng Khuyến khích, không đủ điều kiện diện 1.1) thì em có thể đưa vào mục Giải/Thành tích khác. Giải chính vẫn để là giải Tỉnh/Thành phố"
886,E chào thầy cô ạ e đạt giải khuyến khích Thành phố môn Tin học ở THPT có được tham gia xét tuyển tài năng theo hồ sơ không a vì e thấy điều kiện từ giải ba thành phố trở lên. trước đó ở THCS e cũng đạt giải Khuyến khích thành phố môn Tin học ạ. ,"Chào em,
Chỉ giải có số (Tức Nhất, Nhì, Ba) mới hợp lệ. Giải khuyến khích không được tính là giải/thành tích chính để xét. Chỉ tính là giải phụ/thành tích khác để upload thêm vào mục 6 (Cuối cùng) bên cạnh các giải chính là giải Nhất/Nhì/Ba Toán, Lý, Hóa, Sinh, Tin, Anh.... 
VD:
Em tải lên giải Nhất/Nhì/Ba Toán, Lý, Hóa, Sinh, Tin, Anh....  là giải/thành tích chính
Nhưng em cũng có giải khuyến khích môn XYZ, thì em tải thêm vào mục 6. Giải/Thành tích khác để thêm điểm thưởng..."
887,"Em đạt giải nhất môn toán Hsg lớp 12 cấp tỉnh nên em định thi vào trường bằng hình thức xét tuyển . Điểm tb trong học bạ lớp 10 của em là 8.0 nhưng khi điền vào hệ thống xét tuyển chỉ là 7.95. V em có đủ đk xét tài năng k ạ
 ",anh ơi cho em hỏi vậy anh có đủ đk không vậy ạ?? Hay vậy là k đủ đk ạ tại e cũng gần như vậy nên kbt nnao TvT
888,"Em đăng kí tuyển sinh tài năng của Đại Học Bách Khoa, khi thi THPTQG em đăng kí NV1 là một trường khác, nếu đỗ cả 2, em có quyền chọn học trường NV1 mà không theo học Bách Khoa không ạ","Chào em,
Theo trình tự THỜI GIAN, em sẽ biết kết quả trúng tuyển thẳng trước khi thi TN THPT, nên em cần xác nhận có sử dụng quyền lợi tuyển thẳng này hay không?
Nếu không, em chỉ có thể tiếp tục thi TN THPT. Cho dù đậu hay trượt thi TN THPT em cũng không thể sử dụng quyền lợi tuyển thẳng nếu đã bỏ qua."
889,"Em thưa thầy/ cô, khi đăng ký xét tuyển tài năng trên web trường thì có yêu cầu phải chụp ảnh học bạ 3 năm học cấp 3 ạ. Nhưng khi em thấy học bạ của các bạn thì mới chỉ có trang của năm lớp 10 và 11 trong học bạ là có thông tin, còn của lớp 12 thì chưa được điền đủ ạ, một phần cũng là bởi chưa tổng kết học kỳ 2. Em muốn hỏi là nếu chỉ có phần thông tin của học kỳ 1 lớp 12 và chữ ký của giáo viên ở trang đó là đủ để ảnh chụp lên được chấp nhận đúng không ạ? Em cảm ơn ạ","Chào em,
Thậm chí em có thể tải lên học bạ điện tử (bản này không có chữ ký của thầy cô hay dấu đỏ nhà trường). Nên nếu học bạ kỳ 1 lớp 12 của em chưa có chữ ký của giáo viên (vì lý do nào đó), thì em vẫn tải lên bình thường.
Ban tuyển sinh sẽ hậu kiểm lại bản gốc sau khi em trúng tuyển thẳng."
890,cho em hỏi ngành IT-E10 có sử dụng tổ hợp K02 để xét tuyển không ạtại vì em tra Ngành đào tạo đại học thì có K00 và K01mà em tra Flyer tuyển sinh 2022 thì lại có cả tổ hợp K02 ạmong anh chị giải đáp,"Chào em,
Tốt nhất em hãy đợi Đề án tuyển sinh chính thức vào cuối tháng 5 này. Vì bản Flyer mà em nhận cũng chỉ là DỰ KIẾN, chưa phải là CUỐI CÙNG cho đến hiện tại."
891,"Chào thầy/cô ạ,Em đã đăng kí thi ĐGTD vào ngành có sử dụng cả 3 tổ hợp K00, K01 và K02 ạ. Cho em hỏi là khi sử dụng tổ hợp K01 hoặc K02 để so sánh với tổ hợp K00 thì có phải nhân hệ số 3/2 lên không ạ? (vì K00 max là 30 điểm còn 2 tổ hợp còn lại max là 20 điểm ạ)","Chào em,
K00 có 4 bài thi, nhưng cũng sẽ quy về thang 30 điểm để xét giống như các tổ hợp K00, K01 khác. Cách thức quy đổi sẽ được hướng dẫn sau em nhé."
892,"Cho em hỏi: Em đăng ký thi Đánh giá tư duy của Nhà trường và ý định dự tuyển vào ngành có tổ hợp xét tuyển là K00, trong đó em có chứng chỉ IELTS và đã đăng ký quy đổi thành công theo hướng dẫn của trường. Vậy em đăng ký thi Toán - Đọc hiểu - KHTN (tự chọn 1) thì có đúng không hay là phải đăng ký cả tiếng Anh (tự chọn 2) để khi tính điểm mới được tính ở mã tổ hợp k00. Em xin cảm ơn!","Chào em,
Nếu em đã đăng ký quy đổi tiếng Anh thì em chỉ cần đăng ký thi Toán - Đọc hiểu - KHTN thôi, vì tiếng Anh đã được quy đổi rồi (KHÔNG PHẢI THI NỮA nếu em chấp nhận mức điểm quy đổi đó!)
Tuy nhiên, nếu em đã đăng ký quy đổi tiếng Anh và vẫn LỠ DẠI, đăng ký thêm tiếng Anh trong tự chọn thi.
Ví dụ em lỡ thi tiếng Anh, bài thi tiếng Anh của em chỉ được 1 điểm, thì sẽ tính tối đa em được theo điểm tiếng Anh quy đổi (VD: Quy đổi được 9) thì tính điểm 9. Nếu em thi tiếng Anh được 10 (lớn hơn điểm quy đổi được), thì tính điểm 10."
893,"dạ câu hỏi của em như tiêu đề rồi ạ.
em xin cảm ơn","Chào em,
1/ Nếu là diện xét tuyển thẳng (1.2 Chứng chỉ quốc tế và 1.3 Hồ sơ năng lực kết hợp phỏng vấn)
Em cần đạt loại Giỏi (tức 8 điểm trung bình các môn học tại TỪNG NĂM lớp 10, 11, 12)
+ Với thí sinh lớp 12: Chỉ tính điểm 5 kỳ THPT
+ Với thi sinh tự do: Tính điểm của cả 6 kỳ THPT (tuy nhiên năm tuyển sinh 2022 không xét các thí sinh tự do với diện 1.2 và 1.3)
2/ Nếu là diện điểm thi (Thi tư duy và thi TN THPT)
Em cần đạt tổng điểm 6 kỳ của từng môn thuộc tổ hợp xét tuyển từ 42 điểm trở lên.
VD: Xét theo tổ hợp A00 (Toán-Lý-Hóa)
Thì tổng điểm 6 kỳ của Toán = Kỳ 1 lớp 10 + .... + Kỳ 2 lớp 12 ≥ 42 điểm. Tương tự với Lý và Hóa.
(Giải thích theo cách lấy tổng 42 điểm có nghĩa có kỳ dưới 7, kỳ khác trên 7 kéo lại là được!)"
894,"Có loại học bổng đầu vào nào không ?
 ","Chào em,
SAU KHI em hoàn thành thủ tục nhập học vào trường. Em hãy liên hệ tới phòng Công tác sinh viên để tìm hiểu về học bổng nhé.
(Nhà trường hiện không triển khai học bổng đầu vào, mà chỉ sau khi em nhập học vào trường, em chủ động liên hệ)"
895,"Có loại học bổng đầu vào nào không ?
 ","Chào em,
SAU KHI em hoàn thành thủ tục nhập học vào trường. Em hãy liên hệ tới phòng Công tác sinh viên để tìm hiểu về học bổng nhé.
(Nhà trường hiện không triển khai học bổng đầu vào, mà chỉ sau khi em nhập học vào trường, em chủ động liên hệ)"
896,Hồ sơ đăng kí học bổng bao gồm những gì?,"Chào em, tùy mỗi loại Học bổng em đăng ký sẽ có Danh mục hồ sơ khác nhau.
VD, nếu em đăng ký Học bổng hỗ trợ học tập thì danh mục sẽ là:
          - Đơn đăng ký xét cấp học bổng hỗ trợ học tập  - MẪU ĐƠN
          - Bản sao có công chứng sổ hộ khẩu,
          - Bản sao có công chứng Chứng minh nhân dân hoặc thẻ căn cước công dân, 
          - Bản sao có công chứng Giấy chứng nhận hộ nghèo/cận nghèo (nếu có), 
          - Các giấy tờ chứng minh khó khăn khác (nếu có),
          - Nếu gia đình có người hay đau ốm, mắc bệnh hiểm nghèo,...thì nộp kèm theo bệnh án,
          - Bản sao học bạ THPT (có xác nhận của trường THPT),
         - Thư giới thiệu (viết tay hoặc đánh máy) của Giáo viên trường THPT nơi học sinh đang theo học (có xác nhận của trường THPT).
Em scan/chụp bộ hồ sơ trên và gửi vào mail: tuyensinh@hust.edu.vn
Sau khi phòng Tuyển sinh xét hồ sơ học bổng của em; sẽ liên hệ tới em để gửi hồ sơ bản cứng.
Hồ sơ đăng ký gửi về: Phòng Tuyển sinh, Phòng 202, Nhà D7, trường Đại học Bách khoa Hà Nội. Số 1, Đại Cồ Việt, Hai Bà Trưng, Hà Nội. ĐT: 024 3868 3408.
Ngoài ra, bạn nhập thêm thông tin vào mẫu này để đăng ký trực tuyến  MẪU ĐĂNG KÝ HỌC BỔNGHoặc theo quy định về Học bổng trên site https://ctt-daotao.hust.edu.vn của nhà trường. VD: https://ctt-daotao.hust.edu.vn/Upload/CTSV/files/Quy%20định%20HB%202018.pdf
Trả lời từ thầy Lê Giang - P.Tuyển sinh"
897,Thầy cô cho em hỏi học thạc sỹ kỹ thuật có học lên Tiến sỹ được không ạ?,"ĐƯỢC em nhé.
Chỉ cần em có bằng thạc sĩ là được. 
Thông tin thêm về tuyển sinh Tiến sĩ (Nghiên cứu sinh), em xem tại văn bản này: 
https://ctt-daotao.hust.edu.vn/Upload/SDH/files/TuyenSinhNCS/2020_1/SKM_554e19111109350.pdf"
898,"Em chào các thầy cô. 
Em xin các thầy cô tư vấn về học Nghiên cứu sinh tại trường ạ. 
Em đăng ký học văn bằng 2 ngoại ngữ chính quy có được tính không?
 ","Được nhé em!
Em hãy xem tin tuyển Nghiên cứu sinh và chuẩn bị hồ sơ theo hướng dẫn ở đây nhé: http://ts.hust.edu.vn/tin-tuc/xet-tuyen-nghien-cuu-sinh-nam-2020-dot-1"
899,"Chào thầy, em muốn tìm hiểu về Nghiên cứu sinh tại trường thì xem thông tin ở đâu ạ?","Chào em, để tìm hiểu thông tin xét tuyển sinh Nghiên cứu sinh và danh sách các chương trình đào tạo. Em hãy truy cập link này nhé: https://ts.hust.edu.vn/nghien-cuu-sinh
Nếu em cần tư vấn hãy gọi đến số hotline này: 0938683407"
900,Nhà trường cho em hỏi: Em có chứng chỉ bài thi Toeic ( 2 kỹ năng) của IIG thì có đủ điều kiện để xét tuyển chương trình thạc sỹ hay không ạ? em cảm ơn ạ!,"KHÔNG đủ điều kiện em nhé,
Toeic (hoặc các chứng chỉ tương đương) phải có đủ 4 kỹ năng: Nghe - Nói - Đọc - Viết, mới đủ điều kiện"
901,"Em chào thầy, thầy cho em hỏi về điều kiện đi du học thạc sĩ tại Leibniz Hannover của khoa ET - LUH, bên cạnh việc đạt chứng chỉ tiếng Đức theo yêu cầu, đạt bài kiểm tra đầu vào của trường Leibniz thì điều kiện về GPA/CPA  là >= 2.6 hay sẽ xét từ cao đến thấp đến đủ chỉ tiêu ạ? Em cảm ơn!","Chào bạn, anh là SV LUH, anh xin trả lời là điều kiện về CPA không xét chỉ tiêu nhé. Em chỉ cần đủ điều kiện trên là có thể được chuyển tiếp."
902,"Em chào thầy(cô), em muốn hỏi về lịch học chương trình thạc sĩ có thể học vào một ngày chủ nhật và kéo dài thời gian hơn để hoàn thành chương trình được không ạ. Vì thực tế các công ty, đơn vị về các khối ngành kỹ thuật đều phải đi làm vào ngày thứ 7. Em cảm ơn thầy(cô) ạ
 ","Chào em,
Lịch học thạc sĩ được sắp xếp DÀNH CHO NHỮNG NGƯỜI ĐI LÀM!
Do đó, với 1 môn học thường sẽ có 2 lịch và nhiều khóa liên tiếp nhau.
VD: Môn học X sẽ có đồng thời cả lịch học các chiều tối từ 18h - 20h30 (Từ thứ 2 đến thứ 6). Hoặc lịch học cuối tuần Full Thứ 7, Chủ Nhật.
Vậy nên, tùy em lựa chọn lịch học từng môn sao cho phù hợp với lịch đi làm của em, em bận T7 thì chọn lịch học các chiều trong tuần.
Hoặc nếu em bận năm nay thì đăng ký ít môn đi, giãn các môn cho năm sau....
Thường mỗi môn sẽ học liên tục trong 2 tuần là kết thúc thi luôn vào cuối tuần 2, không kéo dài hơn!"
903,Các thầy cô cho em hỏi học ngành IT-E7 của trường mình và muốn học tích hợp lên thạc sĩ Khoa học dữ liệu thì em có cần phải học bổ sung kiến thức học phần trước khi học thạc sĩ không ạ?,"Chào em,
Về việc đăng ký thạc sĩ tích  hợp, em hãy liên hệ tới Phòng đào tạo. Vì phòng tuyển sinh không thụ lý các trường hợp này."
904,"Trong đợt XTTN lần 1, em đã đóng lệ phí phỏng vấn rồi ạ. Vậy trong đợt XTTN lần 2 này em phải đóng thêm lệ phí phỏng vấn một lần nữa ạ?
Em đã thử thực hiện lại các bước nộp lệ phí phỏng vấn trên ứng dụng viettelpay một lần nữa nhưng không làm được ạ.
Vậy em phải làm gì ạ?","Chào em,
Em chỉ phải đóng lệ phí XTTN 1 lần duy nhất. Do đó, nếu em XTTN trong 2 lần thì cũng chỉ phải đóng lệ phí phỏng vấn 1 lần nếu em chưa đóng.
""Em đã thử thực hiện lại các bước nộp lệ phí phỏng vấn trên ứng dụng viettelpay một lần nữa nhưng không làm được ạ"". => Trường hợp của em đang báo lỗi gì? Mã thanh toán không tồn tại à?Mã thanh toán là số cmnd của em nhé, em kiểm tra xem mình có từng dùng số cmnd nào để đăng ký không?"
